0x681,04,40,4D,80,FF,FF,FF,Menu Up,Press,
0x681,04,40,4D,81,FF,FF,FF,Menu Up-Right,Press,
0x681,04,40,4D,82,FF,FF,FF,Menu Right,Press,
0x681,04,40,4D,83,FF,FF,FF,Menu Down-Right,Press,
0x681,04,40,4D,84,FF,FF,FF,Menu Down,Press,
0x681,04,40,4D,85,FF,FF,FF,Menu Down-Left,Press,
0x681,04,40,4D,86,FF,FF,FF,Menu Left,Press,
0x681,04,40,4D,87,FF,FF,FF,Menu Up-Left,Press,
0x681,04,80,0D,01,FF,FF,FF,Menu CW S1,Clockwise,
0x681,04,80,0D,02,FF,FF,FF,Menu CW S2,Clockwise,
0x681,04,80,0D,03,FF,FF,FF,Menu CW S3,Clockwise,
0x681,04,80,0D,11,FF,FF,FF,VOLUME CW S1,Clockwise,
0x681,04,80,0D,12,FF,FF,FF,VOLUME CW S2,Clockwise,
0x681,04,80,0D,13,FF,FF,FF,VOLUME CW S3,Clockwise,
0x681,04,80,0D,21,FF,FF,FF,TUNE CW S1,Clockwise,
0x681,04,80,0D,22,FF,FF,FF,TUNE CW S2,Clockwise,
0x681,04,80,0D,23,FF,FF,FF,TUNE CW S3,Clockwise,
0x681,04,80,0D,51,FF,FF,FF,AC (L) CW S1,Clockwise,
0x681,04,80,0D,52,FF,FF,FF,AC (L) CW S2,Clockwise,
0x681,04,80,0D,53,FF,FF,FF,AC (L) CW S3,Clockwise,
0x681,04,80,0D,61,FF,FF,FF,AC (R) CW S1,Clockwise,
0x681,04,80,0D,62,FF,FF,FF,AC (R) CW S2,Clockwise,
0x681,04,80,0D,63,FF,FF,FF,AC (R) CW S3,Clockwise,
0x681,04,80,0D,81,FF,FF,FF,MENU CCW S1,Counter-Clockwise,
0x681,04,80,0D,82,FF,FF,FF,MENU CCW S2,Counter-Clockwise,
0x681,04,80,0D,83,FF,FF,FF,MENU CCW S3,Counter-Clockwise,
0x681,04,80,0D,91,FF,FF,FF,VOLUME CCW S1,Counter-Clockwise,
0x681,04,80,0D,92,FF,FF,FF,VOLUME CCW S2,Counter-Clockwise,
0x681,04,80,0D,93,FF,FF,FF,VOLUME CCW S3,Counter-Clockwise,
0x681,04,80,0D,A1,FF,FF,FF,TUNE CCW S1,Counter-Clockwise,
0x681,04,80,0D,A2,FF,FF,FF,TUNE CCW S2,Counter-Clockwise,
0x681,04,80,0D,A3,FF,FF,FF,TUNE CCW S3,Counter-Clockwise,
0x681,04,80,0D,D1,FF,FF,FF,AC (L) CCW S3,Counter-Clockwise,
0x681,04,80,0D,D2,FF,FF,FF,AC (L) CCW S3,Counter-Clockwise,
0x681,04,80,0D,D3,FF,FF,FF,AC (L) CCW S3,Counter-Clockwise,
0x681,04,80,0D,E1,FF,FF,FF,AC (R) CCW S1,Counter-Clockwise,
0x681,04,80,0D,E2,FF,FF,FF,AC (R) CCW S2,Counter-Clockwise,
0x681,04,80,0D,E3,FF,FF,FF,AC (R) CCW S3,Counter-Clockwise,
0x681,E0,FF,FF,FF,FF,FF,FF,ACK Message (?),Response (?),
